Item ID,Sentiment,SentimentText,Clean_text
167,5,@RailMinIndia Even though we reach early and wait whole night outside post office for booking Tatkal Tkt we don't get it. But agents do.,even though reach early wait whole night outside post office booking tatkal tkt dont get but agent
168,1,"@RailMinIndia @sureshpprabhu phone robbed by""kinnar"" at mehboobnagar;""RPF &amp; TT"" REFUSED for proper help.""Need Help""",phone robbed bykinnar mehboobnagarrpf amp tt refused proper helpneed help
169,2,"@RailMinIndia  my wife is travelling by 12310 rajdhani, B3 56, she is having unbearable pain in stomach,needs medical assistance 138 nt wrkn",wife travelling rajdhani b unbearable pain stomachneeds medical assistance nt wrkn
170,5,@RailMinIndia COMPLAINT NO.ticket ID: [IRCTC #3513198] KO CHECK KARKE PLEASE RESOLVE MY PROBLEM..    SHANKER NARYANI MB.8960095188,complaint noticket id irctc ko check karke please resolve my problem shanker naryani mb
171,3,@sureshpprabhu @RailMinIndia @Rajeshbhargav19 Neither cooler working at Platform no 1RE nor water available in tap https://t.co/YJiWMK01yz,neither cooler working platform re water available tap httpstcoyjiwmkyz
172,5,"@RailMinIndia @drmbct traveling with wife and 2 kids, can you help with berth allotment.. booked tickets",traveling wife kid help berth allotment booked ticket
173,2,"@RailMinIndia @RailMinIndia Sir A couple traveling to SC by train 07092 with 2yr old kid  Due to train delay,milk tâ¦ https://t.co/KPcfVD4rkz",sir a couple traveling sc train yr old kid due train delaymilk tâ httpstcokpcfvdrkz
174,5,"@RailMinIndia @sureshpprabhu  sir, irctc site is completely down since 11 at the time of tatkal. Disappointed .",sir irctc site completely since time tatkal disappointed
175,6,@DRM_BVP @ARM_SRC @drmkgp @RailMinIndia @sdmebvp1 Cleaning staff is now cleaning coach's floor in regular intervals,cleaning staff cleaning coach floor regular interval
176,4,@RailMinIndia @sureshpprabhu rain no.  05514 worst den summer special we r geting this kind of suvida in suvidha train mre den 8hrs late,rain worst den summer special r geting kind suvida suvidha train mre den hr late
177,1,@sureshpprabhu @RailMinIndia @drm_raipur No security for passengers on tarin Theft- chennai bilaspur express - 7june Fir filed lost valuable,no security passenger tarin theft chennai bilaspur express june fir filed lost valuable
178,3,@RailMinIndia launches optional catering scheme in two premier trainshttps://t.co/JS5GPqU4To,launch optional catering scheme two premier trainshttpstcojsgpquto
179,6,@drmjabalpur @DRMbhopal @RailMinIndia @drmncrald @BhusavalDivn @PiyushGoyal It's not the solution,its solution
180,0,@railminindia @sureshpprabhu  can't even use the restroom as the corridor is full of Unreserved passengers. Please help ASAP.2/2,cant even use restroom corridor full unreserved passenger please help asap
181,6,RT @RailMinIndia: Member Traffic reviewed the April- Nov transportation  performance with Rly Board and Zonal Rly Officers and passedâ¦ ,rt member traffic reviewed april nov transportation performance rly board zonal rly officers passedâ
182,5,"@RailMinIndia change in name of E-Ticket passenger PNR No:4320260809 at Kurnool (KRNT),stating that 3 days required but rule is 24 hrs.",change name eticket passenger pnr no kurnool krntstating day required rule hr
183,6,@drmsbc @RailMinIndia @srdensbc sir what is the update who has reviewed as  I do not see any action taken pl visit n take action,sir update reviewed i see action taken pl visit n take action
184,3,@sureshpprabhu kindly add water bottle in e catering menu. While I order a food of rs40 face problem coz min order amnt is 60. @RailMinIndia,kindly add water bottle e catering menu while i order food r face problem coz min order amnt
185,7,@RailMinIndia @KaliaAjit @IR_ENHM Pls look into the matter @AmbalaCnW,pls look matter
186,6,RT @sureshpprabhu: Holistic strategy to ensure growth https://t.co/YpOs5ZShmF,rt holistic strategy ensure growth httpstcoyposzshmf
187,6,@RailMinIndia Didnt expect such a service from Rajdhani after travelling Sampoorna kranti where service was fantastic.,didnt expect service rajdhani travelling sampoorna kranti service fantastic
188,0,@RailMinIndia @sureshpprabhu traveling in train no 12493 from pune. No cleaning services. Mosquito n flies in comprtmnt. Plz tkaction,traveling train pune no cleaning service mosquito n fly comprtmnt plz tkaction
189,0,@RailMinIndia Jbp pltfrm no.6 .This mess looks bad on an otherwise clean platform. https://t.co/peTDdynqVB,jbp pltfrm this mess look bad otherwise clean platform httpstcopetddynqvb
190,5,@RailMinIndia  pathetic satitution in Viashali Ex B112554.commercial staff allows  general tkt passanger in coach after takeing bribe Urgent,pathetic satitution viashali ex bcommercial staff allows general tkt passanger coach takeing bribe urgent
191,5,@RailMinIndia @drm_apdj I am facing trouble to name change of My fathers ticket to my name as per rule in NCB &amp; COB https://t.co/c2B2oawTYE,i facing trouble name change my father ticket name per rule ncb amp cob httpstcocboawtye
192,3,"@sureshpprabhu @RailMinIndia I ordered food through irctc catering from cumshum vendor to luk station, I didn't got food till now, hving kid",i ordered food irctc catering cumshum vendor luk station i didnt got food till hving kid
193,3,"@RailMinIndia &amp; @drmbrcwr, Pantry car ppl of Train number 12493 are overcharging on food and not providing Menu card. PNR 8535323910, B1 13",amp pantry car ppl train number overcharging food providing menu card pnr b
194,5,@RailMinIndia we are given best suggestions and solutions for Indian railway always confirmed rail tickets and connecting each other Indian,given best suggestion solution indian railway always confirmed rail ticket connecting indian
195,5,@RailMinIndia thank u so much sir...my money has been refunded,thank u much sirmy money refunded
196,7,@drmncrald @abhineet_hit @RailMinIndia @PiyushGoyal @PMOIndia sorry for inconvenience.your complaint will attended at CNB/STN.,sorry inconvenienceyour complaint attended cnbstn
197,4,@RailMinIndia why train status not shown on NTES when train is running delay b/w Mughalsarai and Allahabad. Much frustrated.,train status shown ntes train running delay bw mughalsarai allahabad much frustrated
198,5,@sureshpprabhu @RailMinIndia Ijust wanna tl.that please make a strong server for irctc site.many times while booking a ticket.server goes.,ijust wan na tlthat please make strong server irctc sitemany time booking ticketserver go
199,6,@rpfcr @RailMinIndia @DrmSolapur @rpfcrsur HOW MANY MORE INNOCENT PEOPLE WILL HAVE TO #SUFFERING THIS KIND OFâ¦ https://t.co/NAYpG2Q3VH,how many more innocent people will have to suffering this kind ofâ httpstconaypgqvh
200,4,"@RailMinIndia @RailwayNorthern @PiyushGoyalOffc this winter no fog now a days, still so late trains. It looks staffâ¦ https://t.co/x0ATy1Fd28",winter fog day still late train it look staffâ httpstcoxatyfd
201,0,@RailMinIndia train 17211 on 8 june from gnt to ypr. dirty water in train. complaint to TC but no use. plz take action,train june gnt ypr dirty water train complaint tc use plz take action
202,0,@RailMinIndia train no 12554. Seat no A2 17. The charging socket is not working. My pnr no is 2865448765.,train seat a the charging socket working my pnr
203,5,"@RailMinIndia @sureshpprabhu Can't even log in at tatkal time...why don't you increase bogie in Howrah Jamalpur express,disappointed",cant even log tatkal timewhy dont increase bogie howrah jamalpur expressdisappointed
204,7,"@RailMinIndia @abhinavchabria Sir, u r laptop could not be traced despite best efforts. Thanks for calling us.",sir u r laptop could traced despite best effort thanks calling u
205,5,@drmhyb @niraj1712 @SBKULAL @drmgtl @srdom_sc @phanipeddapall1 @drmsecunderabad @riyaj_ali @KantuleSanjay @drmnedâ¦ https://t.co/ikYQ8CYcY0,httpstcoikyqcycy
206,4,@DRMbhopal @RailMinIndia @BhusavalDivn Could u all confirm at what time train will be reaching mumbai? @PiyushGoyalâ¦ https://t.co/Ko6SMCV4My,could u confirm time train reaching mumbai httpstcokosmcvmy
207,6,@RailMinIndia Sir want to set up rail neer bottling plant in Jaipur or nearby area. Could you let me know the process of this?,sir want set rail neer bottling plant jaipur nearby area could let know process
208,4,@RailMinIndia @bbiswajit88 Details not available pls.,details available pls
209,5,"@RailMinIndia Dear Sir,Ticket with PNR-2119096244 was booked after paying ?923 &amp; automatically  cancelled due to non-availability of berths",dear sirticket pnr booked paying amp automatically cancelled due nonavailability berth
210,6,"RT @aub2886: Win *FIFTY* #YA &amp; #NewAdult #UF #Fantasy, #Paranormal #Romance #PNR, &amp; #Dystopian, #ebooks or #paperbacks https://t.co/5UbyPKwâ¦",rt win fifty ya amp newadult uf fantasy paranormal romance pnr amp dystopian ebooks paperback httpstcoubypkwâ
211,6,@RailMinIndia @sureshpprabhu IS IT TRUE that ALP willb retired @age 55 instead of usual 60? This would be gross injustice if true @PMOIndia,is it true alp willb retired instead usual this would gross injustice true
212,5,@RailMinIndia @sureshpprabhu you sud see how IRCTC functions at tatkal hours.people are suffering and are forced to pay 2k above to agents,sud see irctc function tatkal hourspeople suffering forced pay k agent
213,7,@RailMinIndia @ankulaagarwal @TVC138 @IR_EDMECHG @crsechgsrly Matter informed to concern officials @CCRBCT @srdmebct .Regards,matter informed concern official regards
214,5,@sureshpprabhu @RailMinIndia I booked a ticket in Nizamuddin Eranakulam Duronto and PNR is 2647352639 and current status is CKWL2,i booked ticket nizamuddin eranakulam duronto pnr current status ckwl
215,0,"@RailMinIndia Pay&amp;use toilets on narkatiagnj jn pltfrm #2 overchrging fr toilet n urinte as Rs 8, there are no free toilts faclity on statn.",payampuse toilet narkatiagnj jn pltfrm overchrging fr toilet n urinte rs free toilts faclity statn
216,1,@RailMinIndia @sureshpprabhu Urgent Depute lady security force S4 seat 41-48 Ramnagar Exp 19061 Approaching Bharuch .,urgent depute lady security force s seat ramnagar exp approaching bharuch
217,0,@sureshpprabhu @RailMinIndia i am in pune nizamudin duranto.There is water dropping in B5 toilet.Attended said it's like that only.,pune nizamudin durantothere water dropping b toiletattended said like
218,3,@RailMinIndia @PiyushGoyal @RailwayNorthern My parents are travelling in 15231 pnr no. 6408164808 the coach S5 is nâ¦ https://t.co/Ig9TPufytc,my parent travelling pnr coach s nâ httpstcoigtpufytc
219,7,"@RailMinIndia @SCRailwayIndia Sir, Sri Mohd. JAMSHED MT, @AshwaniLohani Sri P.GUHA PRINCIPAL ED(Coachg) ð KINDLY REâ¦ https://t.co/MMlMoPJsmA",sir sri mohd jamshed mt sri pguha principal edcoachg ð kindly reâ httpstcommlmopjsma
220,0,@RailMinIndia travelling to surat to kanpurTrain no 02534 very bed condition of washbasin no water plz take step https://t.co/KEpQ1koHT0,travelling surat kanpurtrain bed condition washbasin water plz take step httpstcokepqkoht
221,5,@drmadiwr PNR No -2720271036,pnr no
222,5,"@RailMinIndia ,@sureshpprabhu Train no 11020  3rd A/C 80 tatkal ticket sold out in 1.3 second . trying since 8 June.no luck.",train rd ac tatkal ticket sold second trying since juneno luck
223,5,@RailMinIndia sir can you please let me know who will be doing the name chañge I eticket.no one is responding here in my place.pl help,sir please let know name chañge i eticketno one responding placepl help
224,0,@sureshpprabhu @RailMinIndia water getting wasted at panvel station maharastra platform no7. Help draught situation https://t.co/DWGzcE560P,water getting wasted panvel station maharastra platform help draught situation httpstcodwgzcep
225,3,"@railminindia we are 4 person traveling frm train no 11071 in coach no b3, no water supply since morning,pls help.",person traveling frm train coach b water supply since morningpls help
226,0,@RailMinIndia my father is travelling with pnr 211-9093949 and he informed me that all the fans are not working in his coach cnt7773004713,father travelling pnr informed fan working coach cnt
227,5,@sureshpprabhu @RailMinIndia how is dat possible sir?we hv to give 200/- extra to da agent to buy tickets.this is not fair. Plz help.,dat possible sirwe hv give extra da agent buy ticketsthis fair plz help
228,5,@RailMinIndia @WesternRly @drmadiwr @sureshpprabhu You still cannot get a seat unless you bribe TTE. Refer my complaint # W/WR/BCT/000132702,you still get seat unless bribe tte refer complaint wwrbct
