Item ID,Sentiment,SentimentText,SentimentText_Copy
157,1,"@RailMinIndia 2 bags with valuables stolen. How safe is travel on Indian Rail! PNR-8145511I31,8345511270 @sureshpprabhu",bags with valuables stolen how safe  travel on indian rail pnri
158,1,@CIDCO_Ltd @RailMinIndia @PiyushGoyal @PiyushGoyalOffc No light @Rabale stn plz check https://t.co/rvIz9LYKCF,no light  stn plz check httpstcorvizlykcf
159,4,@sureshpprabhu @RailMinIndia Sealdah Delhi Rajdhani 12313 is running 3 hrs late. Pls do something abt it as its urgent to reach Delhi.,sealdah delhi rajdhani   running  hrs late pls do something abt it as its urgent to reach delhi
160,6,@RailMinIndia @sureshpprabhu Brave work of RPF soldier at Railway Station - https://t.co/LjwyH2XDYM https://t.co/UkvbP3is4O,brave work of rpf soldier at railway station  httpstcoljwyhxdym httpstcoukvbpiso
161,4,@RailMinIndia @sureshprabhubjp Sir 12944 is running late by 1 and half hour..please help us,sir   running late by  and half hourplease help us
162,7,"RT @IndiaBTL: Glad to inform &amp; confirmed from multiple sources, the newspaper was not distributed by railways officially, but couâ¦",rt  glad to inform amp confirmed from multiple sources the newspaper was not distributed by railways officially  cou
163,0,So this is what India railways looks like. Can't get any better !! @IRCTC_Ltd @IndianRailMedia @RailMinIndiaâ¦ https://t.co/BKKYAL68oY,so this  what india railways looks like cant get any better     httpstcobkkyaloy
164,7,@DRMbhopal @satyavsingh @RailMinIndia Sorry for inconvenience complaint will be attend at ITARSI,sorry for inconvenience complaint will be attend at itarsi
165,5,@RailMinIndia current booking thr wr only 2 seat in ac2 so cant get confirmed..current booking wtng 1 in ac 2,current booking thr wr only  seat  ac so cant get confirmedcurrent booking wtng   ac
166,6,"@RailMinIndia Look outside the boundary wall of Old Delhi Rly Stn.  Mess. by vendors, accumulated garbage, traffic jam , unusable urinals.",look outside the boundary wall of old delhi rly stn  mess by vendors accumulated garbage traffic jam  unusable urinals
167,5,@RailMinIndia Even though we reach early and wait whole night outside post office for booking Tatkal Tkt we don't get it. But agents do.,even though we reach early and wait whole night outside post office for booking tatkal tkt we dont get it  agents do
168,1,"@RailMinIndia @sureshpprabhu phone robbed by""kinnar"" at mehboobnagar;""RPF &amp; TT"" REFUSED for proper help.""Need Help""",phone robbed bykinnar at mehboobnagarrpf amp tt refused for proper helpneed help
169,2,"@RailMinIndia  my wife is travelling by 12310 rajdhani, B3 56, she is having unbearable pain in stomach,needs medical assistance 138 nt wrkn",my wife  travelling by  rajdhani b  she  having unbearable pain  stomachneeds medical assistance  nt wrkn
170,5,@RailMinIndia COMPLAINT NO.ticket ID: [IRCTC #3513198] KO CHECK KARKE PLEASE RESOLVE MY PROBLEM..    SHANKER NARYANI MB.8960095188,complaint noticket id irctc  ko check karke please resolve my problem    shanker naryani mb
171,3,@sureshpprabhu @RailMinIndia @Rajeshbhargav19 Neither cooler working at Platform no 1RE nor water available in tap https://t.co/YJiWMK01yz,neither cooler working at platform no re nor water available  tap httpstcoyjiwmkyz
172,5,"@RailMinIndia @drmbct traveling with wife and 2 kids, can you help with berth allotment.. booked tickets",traveling with wife and  kids can you help with berth allotment booked tickets
173,2,"@RailMinIndia @RailMinIndia Sir A couple traveling to SC by train 07092 with 2yr old kid  Due to train delay,milk tâ¦ https://t.co/KPcfVD4rkz",sir a couple traveling to sc by train  with yr old kid  due to train delaymilk t httpstcokpcfvdrkz
174,5,"@RailMinIndia @sureshpprabhu  sir, irctc site is completely down since 11 at the time of tatkal. Disappointed .",sir irctc site  completely down since  at the time of tatkal disappointed
175,6,@DRM_BVP @ARM_SRC @drmkgp @RailMinIndia @sdmebvp1 Cleaning staff is now cleaning coach's floor in regular intervals,cleaning staff  now cleaning coachs floor  regular intervals
176,4,@RailMinIndia @sureshpprabhu rain no.  05514 worst den summer special we r geting this kind of suvida in suvidha train mre den 8hrs late,rain no   worst den summer special we r geting this kind of suvida  suvidha train mre den hrs late
177,1,@sureshpprabhu @RailMinIndia @drm_raipur No security for passengers on tarin Theft- chennai bilaspur express - 7june Fir filed lost valuable,no security for passengers on tarin theft chennai bilaspur express  june fir filed lost valuable
178,3,@RailMinIndia launches optional catering scheme in two premier trainshttps://t.co/JS5GPqU4To,launches optional catering scheme  two premier trainshttpstcojsgpquto
179,6,@drmjabalpur @DRMbhopal @RailMinIndia @drmncrald @BhusavalDivn @PiyushGoyal It's not the solution,its not the solution
180,0,@railminindia @sureshpprabhu  can't even use the restroom as the corridor is full of Unreserved passengers. Please help ASAP.2/2,cant even use the restroom as the corridor  full of unreserved passengers please help asap
181,6,RT @RailMinIndia: Member Traffic reviewed the April- Nov transportation  performance with Rly Board and Zonal Rly Officers and passedâ¦ ,rt  member traffic reviewed the april nov transportation  performance with rly board and zonal rly officers and passed
182,5,"@RailMinIndia change in name of E-Ticket passenger PNR No:4320260809 at Kurnool (KRNT),stating that 3 days required but rule is 24 hrs.",change  name of eticket passenger pnr no at kurnool krntstating that  days required  rule   hrs
183,6,@drmsbc @RailMinIndia @srdensbc sir what is the update who has reviewed as  I do not see any action taken pl visit n take action,sir what  the update who has reviewed as  i do not see any action taken pl visit n take action
184,3,@sureshpprabhu kindly add water bottle in e catering menu. While I order a food of rs40 face problem coz min order amnt is 60. @RailMinIndia,kindly add water bottle  e catering menu while i order a food of rs face problem coz min order amnt
185,7,@RailMinIndia @KaliaAjit @IR_ENHM Pls look into the matter @AmbalaCnW,pls look into the matter
186,6,RT @sureshpprabhu: Holistic strategy to ensure growth https://t.co/YpOs5ZShmF,rt  holistic strategy to ensure growth httpstcoyposzshmf
187,6,@RailMinIndia Didnt expect such a service from Rajdhani after travelling Sampoorna kranti where service was fantastic.,didnt expect such a service from rajdhani after travelling sampoorna kranti where service was fantastic
188,0,@RailMinIndia @sureshpprabhu traveling in train no 12493 from pune. No cleaning services. Mosquito n flies in comprtmnt. Plz tkaction,traveling  train no  from pune no cleaning services mosquito n flies  comprtmnt plz tkaction
189,0,@RailMinIndia Jbp pltfrm no.6 .This mess looks bad on an otherwise clean platform. https://t.co/peTDdynqVB,jbp pltfrm no this mess looks bad on an otherwise clean platform httpstcopetddynqvb
190,5,@RailMinIndia  pathetic satitution in Viashali Ex B112554.commercial staff allows  general tkt passanger in coach after takeing bribe Urgent,pathetic satitution  viashali ex bcommercial staff allows  general tkt passanger  coach after takeing bribe urgent
191,5,@RailMinIndia @drm_apdj I am facing trouble to name change of My fathers ticket to my name as per rule in NCB &amp; COB https://t.co/c2B2oawTYE,i am facing trouble to name change of my fathers ticket to my name as per rule  ncb amp cob httpstcocboawtye
192,3,"@sureshpprabhu @RailMinIndia I ordered food through irctc catering from cumshum vendor to luk station, I didn't got food till now, hving kid",i ordered food through irctc catering from cumshum vendor to luk station i didnt got food till now hving kid
193,3,"@RailMinIndia &amp; @drmbrcwr, Pantry car ppl of Train number 12493 are overcharging on food and not providing Menu card. PNR 8535323910, B1 13",amp  pantry car ppl of train number  are overcharging on food and not providing menu card pnr  b
194,5,@RailMinIndia we are given best suggestions and solutions for Indian railway always confirmed rail tickets and connecting each other Indian,we are given best suggestions and solutions for indian railway always confirmed rail tickets and connecting each other indian
195,5,@RailMinIndia thank u so much sir...my money has been refunded,thank u so much sirmy money has been refunded
196,7,@drmncrald @abhineet_hit @RailMinIndia @PiyushGoyal @PMOIndia sorry for inconvenience.your complaint will attended at CNB/STN.,sorry for inconvenienceyour complaint will attended at cnbstn
197,4,@RailMinIndia why train status not shown on NTES when train is running delay b/w Mughalsarai and Allahabad. Much frustrated.,why train status not shown on ntes when train  running delay bw mughalsarai and allahabad much frustrated
198,5,@sureshpprabhu @RailMinIndia Ijust wanna tl.that please make a strong server for irctc site.many times while booking a ticket.server goes.,ijust wanna tlthat please make a strong server for irctc sitemany times while booking a ticketserver goes
199,6,@rpfcr @RailMinIndia @DrmSolapur @rpfcrsur HOW MANY MORE INNOCENT PEOPLE WILL HAVE TO #SUFFERING THIS KIND OFâ¦ https://t.co/NAYpG2Q3VH,how many more innocent people will have to suffering this kind of httpstconaypgqvh
200,4,"@RailMinIndia @RailwayNorthern @PiyushGoyalOffc this winter no fog now a days, still so late trains. It looks staffâ¦ https://t.co/x0ATy1Fd28",this winter no fog now a days still so late trains it looks staff httpstcoxatyfd
201,0,@RailMinIndia train 17211 on 8 june from gnt to ypr. dirty water in train. complaint to TC but no use. plz take action,train  on  june from gnt to ypr dirty water  train complaint to tc  no use plz take action
202,0,@RailMinIndia train no 12554. Seat no A2 17. The charging socket is not working. My pnr no is 2865448765.,train no  seat no a  the charging socket  not working my pnr no
203,5,"@RailMinIndia @sureshpprabhu Can't even log in at tatkal time...why don't you increase bogie in Howrah Jamalpur express,disappointed",cant even log  at tatkal timewhy dont you increase bogie  howrah jamalpur expressdisappointed
204,7,"@RailMinIndia @abhinavchabria Sir, u r laptop could not be traced despite best efforts. Thanks for calling us.",sir u r laptop could not be traced despite best efforts thanks for calling us
205,5,@drmhyb @niraj1712 @SBKULAL @drmgtl @srdom_sc @phanipeddapall1 @drmsecunderabad @riyaj_ali @KantuleSanjay @drmnedâ¦ https://t.co/ikYQ8CYcY0,httpstcoikyqcycy
206,4,@DRMbhopal @RailMinIndia @BhusavalDivn Could u all confirm at what time train will be reaching mumbai? @PiyushGoyalâ¦ https://t.co/Ko6SMCV4My,could u all confirm at what time train will be reaching mumbai  httpstcokosmcvmy
207,6,@RailMinIndia Sir want to set up rail neer bottling plant in Jaipur or nearby area. Could you let me know the process of this?,sir want to set up rail neer bottling plant  jaipur or nearby area could you let me know the process of this
208,4,@RailMinIndia @bbiswajit88 Details not available pls.,details not available pls
209,5,"@RailMinIndia Dear Sir,Ticket with PNR-2119096244 was booked after paying ?923 &amp; automatically  cancelled due to non-availability of berths",dear sirticket with pnr was booked after paying  amp automatically  cancelled due to nonavailability of berths
210,6,"RT @aub2886: Win *FIFTY* #YA &amp; #NewAdult #UF #Fantasy, #Paranormal #Romance #PNR, &amp; #Dystopian, #ebooks or #paperbacks https://t.co/5UbyPKwâ¦",rt  win fifty ya amp newadult uf fantasy paranormal romance pnr amp dystopian ebooks or paperbacks httpstcoubypkw
211,6,@RailMinIndia @sureshpprabhu IS IT TRUE that ALP willb retired @age 55 instead of usual 60? This would be gross injustice if true @PMOIndia,it true that alp willb retired   instead of usual  this would be gross injustice if true
