Sentiment,SentimentText,Clean_text,predicted_sentiment,predicted_sentiment_score
6,@RailMinIndia i feel like it will work as intercity trains carry maximum job proffessionals who have to reach office neat and clean,feel like work intercity train carry maximum job proffessionals reach office neat clean,POSITIVE,0.9865293502807617
2,@RailMinIndia need medical assistance in train 12554 pnr is 2417720180,need medical assistance train pnr,NEGATIVE,0.9850242137908936
3,many passengrs pnr 4512791357 feeling stomach upset after dinner frm railways pantry ,many passengrs pnr feeling stomach upset dinner frm railway pantry,NEGATIVE,0.9975675344467163
5,@sureshpprabhu trying to book a tatkal ticket from last 3 day but daily same problem exist. Please do some needful @RailMinIndia,trying book tatkal ticket last day daily problem exist please needful,NEGATIVE,0.9955897331237793
6,@drmdelhi @RailMinIndia @srdomchgdli No reply..,no reply,NEGATIVE,0.9994415640830994
0,"@sureshpprabhu @RailMinIndia .. be it sleeper or AC, broken windows, rats and cockroaches moving freely, dirty old curtains and bed... (4)",sleeper ac broken window rat cockroach moving freely dirty old curtain bed,NEGATIVE,0.9893105030059814
3,@RailMinIndia @sureshpprabhu at TNDE railway station water cooler not working and not a single source of water a hell of service In 45C,tnde railway station water cooler working single source water hell service in c,NEGATIVE,0.9994403719902039
0,@RailMinIndia it's 20:40 train is in kota but no one contacted or solves the Airconditioner matter in 12218 A1,train kota one contacted solves airconditioner matter a,NEGATIVE,0.9991903901100159
1,@RailMinIndia When Evrythng of Railways is going 2 d Next Level y not Security Guard?Ur Fairly Place Kol ofc Securities r rude n misbehaved,when evrythng railways going next level security guardur fairly place kol ofc securities r rude n misbehaved,NEGATIVE,0.998623251914978
7,"@RailMinIndia @Sivaram15064430 Inconvenience regretted, matter is being taken up for further necessary action",inconvenience regretted matter taken necessary action,NEGATIVE,0.9944808483123779
4,RailMinIndia @bbiswajit88 Details not available pls.,railminindia details available pls,NEGATIVE,0.9994049072265625
5,"@RailMinIndia No one is able to make TATKAL TICKETS except brokers at JPG station,take an immediate action now. railway staffs are with them",no one able make tatkal tickets except broker jpg stationtake immediate action railway staff,NEGATIVE,0.9966771602630615
6,RT @RailMinIndia: Passenger traffic has also shown significant growth in Reserved &amp; suburban segments.Over  5Cr additional passengersâ¦ ,rt passenger traffic also shown significant growth reserved amp suburban segmentsover cr additional passengersâ,POSITIVE,0.978661835193634
4,"@DRMbhopal @RailMinIndia @BhusavalDivn Train departed from itarsi but concerned is delay, what if I miss flight dueâ¦ https://t.co/UyQIYzIFcJ",train departed itarsi concerned delay i miss flight dueâ httpstcouyqiyzifcj,NEGATIVE,0.9981572031974792
7,@DArpitBhargava @WesternRly @sureshpprabhu @PiyushGoyal @IndianRailMedia @RailMinIndia @DRM_Agra  kindly look into this,kindly look,POSITIVE,0.9855164885520935
0,@RailMinIndia PNR-2118939314Trn:12616Dt:10-06-2016Frm NGP to CD AC IS NOT WORKING FROM LAST HALF &amp; HOUR,pnrtrndtfrm ngp cd ac is not working from last half amp hour,NEGATIVE,0.9979497790336609
1,"@RailMinIndia 2 bags with valuables stolen. How safe is travel on Indian Rail! PNR-8145511I31,8345511270 @sureshpprabhu",bag valuable stolen how safe travel indian rail pnri,NEGATIVE,0.9747572541236877
1,@CIDCO_Ltd @RailMinIndia @PiyushGoyal @PiyushGoyalOffc No light @Rabale stn plz check https://t.co/rvIz9LYKCF,no light stn plz check httpstcorvizlykcf,NEGATIVE,0.9984567165374756
4,@sureshpprabhu @RailMinIndia Sealdah Delhi Rajdhani 12313 is running 3 hrs late. Pls do something abt it as its urgent to reach Delhi.,sealdah delhi rajdhani running hr late pls something abt urgent reach delhi,NEGATIVE,0.9572789072990417
6,@RailMinIndia @sureshpprabhu Brave work of RPF soldier at Railway Station - https://t.co/LjwyH2XDYM https://t.co/UkvbP3is4O,brave work rpf soldier railway station httpstcoljwyhxdym httpstcoukvbpiso,POSITIVE,0.9490196704864502
4,@RailMinIndia @sureshprabhubjp Sir 12944 is running late by 1 and half hour..please help us,sir running late half hourplease help u,NEGATIVE,0.9939908385276794
7,"RT @IndiaBTL: Glad to inform &amp; confirmed from multiple sources, the newspaper was not distributed by railways officially, but couâ¦",rt glad inform amp confirmed multiple source newspaper distributed railway officially couâ,NEGATIVE,0.9281631708145142
0,So this is what India railways looks like. Can't get any better !! @IRCTC_Ltd @IndianRailMedia @RailMinIndiaâ¦ https://t.co/BKKYAL68oY,so india railway look like cant get better httpstcobkkyaloy,NEGATIVE,0.9856271743774414
7,@DRMbhopal @satyavsingh @RailMinIndia Sorry for inconvenience complaint will be attend at ITARSI,sorry inconvenience complaint attend itarsi,NEGATIVE,0.986031174659729
5,@RailMinIndia current booking thr wr only 2 seat in ac2 so cant get confirmed..current booking wtng 1 in ac 2,current booking thr wr seat ac cant get confirmedcurrent booking wtng ac,NEGATIVE,0.9959101676940918
6,"@RailMinIndia Look outside the boundary wall of Old Delhi Rly Stn.  Mess. by vendors, accumulated garbage, traffic jam , unusable urinals.",look outside boundary wall old delhi rly stn mess vendor accumulated garbage traffic jam unusable urinal,NEGATIVE,0.9984546899795532
5,@RailMinIndia Even though we reach early and wait whole night outside post office for booking Tatkal Tkt we don't get it. But agents do.,even though reach early wait whole night outside post office booking tatkal tkt dont get but agent,NEGATIVE,0.9733734130859375
1,"@RailMinIndia @sureshpprabhu phone robbed by""kinnar"" at mehboobnagar;""RPF &amp; TT"" REFUSED for proper help.""Need Help""",phone robbed bykinnar mehboobnagarrpf amp tt refused proper helpneed help,NEGATIVE,0.9992639422416687
2,"@RailMinIndia  my wife is travelling by 12310 rajdhani, B3 56, she is having unbearable pain in stomach,needs medical assistance 138 nt wrkn",wife travelling rajdhani b unbearable pain stomachneeds medical assistance nt wrkn,NEGATIVE,0.9904744029045105
5,@RailMinIndia COMPLAINT NO.ticket ID: [IRCTC #3513198] KO CHECK KARKE PLEASE RESOLVE MY PROBLEM..    SHANKER NARYANI MB.8960095188,complaint noticket id irctc ko check karke please resolve my problem shanker naryani mb,NEGATIVE,0.9968718886375427
3,@sureshpprabhu @RailMinIndia @Rajeshbhargav19 Neither cooler working at Platform no 1RE nor water available in tap https://t.co/YJiWMK01yz,neither cooler working platform re water available tap httpstcoyjiwmkyz,NEGATIVE,0.9986372590065002
5,"@RailMinIndia @drmbct traveling with wife and 2 kids, can you help with berth allotment.. booked tickets",traveling wife kid help berth allotment booked ticket,NEGATIVE,0.9123132228851318
2,"@RailMinIndia @RailMinIndia Sir A couple traveling to SC by train 07092 with 2yr old kid  Due to train delay,milk tâ¦ https://t.co/KPcfVD4rkz",sir a couple traveling sc train yr old kid due train delaymilk tâ httpstcokpcfvdrkz,NEGATIVE,0.9941185712814331
5,"@RailMinIndia @sureshpprabhu  sir, irctc site is completely down since 11 at the time of tatkal. Disappointed .",sir irctc site completely since time tatkal disappointed,NEGATIVE,0.9997947812080383
6,@DRM_BVP @ARM_SRC @drmkgp @RailMinIndia @sdmebvp1 Cleaning staff is now cleaning coach's floor in regular intervals,cleaning staff cleaning coach floor regular interval,NEGATIVE,0.9947964549064636
4,@RailMinIndia @sureshpprabhu rain no.  05514 worst den summer special we r geting this kind of suvida in suvidha train mre den 8hrs late,rain worst den summer special r geting kind suvida suvidha train mre den hr late,NEGATIVE,0.9983983635902405
1,@sureshpprabhu @RailMinIndia @drm_raipur No security for passengers on tarin Theft- chennai bilaspur express - 7june Fir filed lost valuable,no security passenger tarin theft chennai bilaspur express june fir filed lost valuable,NEGATIVE,0.999125063419342
3,@RailMinIndia launches optional catering scheme in two premier trainshttps://t.co/JS5GPqU4To,launch optional catering scheme two premier trainshttpstcojsgpquto,NEGATIVE,0.976793646812439
6,@drmjabalpur @DRMbhopal @RailMinIndia @drmncrald @BhusavalDivn @PiyushGoyal It's not the solution,its solution,NEGATIVE,0.9996585845947266
0,@railminindia @sureshpprabhu  can't even use the restroom as the corridor is full of Unreserved passengers. Please help ASAP.2/2,cant even use restroom corridor full unreserved passenger please help asap,NEGATIVE,0.9901818633079529
6,RT @RailMinIndia: Member Traffic reviewed the April- Nov transportation  performance with Rly Board and Zonal Rly Officers and passedâ¦ ,rt member traffic reviewed april nov transportation performance rly board zonal rly officers passedâ,NEGATIVE,0.9864655137062073
5,"@RailMinIndia change in name of E-Ticket passenger PNR No:4320260809 at Kurnool (KRNT),stating that 3 days required but rule is 24 hrs.",change name eticket passenger pnr no kurnool krntstating day required rule hr,NEGATIVE,0.9836837649345398
6,@drmsbc @RailMinIndia @srdensbc sir what is the update who has reviewed as  I do not see any action taken pl visit n take action,sir update reviewed i see action taken pl visit n take action,NEGATIVE,0.9944394826889038
3,@sureshpprabhu kindly add water bottle in e catering menu. While I order a food of rs40 face problem coz min order amnt is 60. @RailMinIndia,kindly add water bottle e catering menu while i order food r face problem coz min order amnt,NEGATIVE,0.993097722530365
7,@RailMinIndia @KaliaAjit @IR_ENHM Pls look into the matter @AmbalaCnW,pls look matter,NEGATIVE,0.9175124168395996
6,RT @sureshpprabhu: Holistic strategy to ensure growth https://t.co/YpOs5ZShmF,rt holistic strategy ensure growth httpstcoyposzshmf,POSITIVE,0.986281156539917
6,@RailMinIndia Didnt expect such a service from Rajdhani after travelling Sampoorna kranti where service was fantastic.,didnt expect service rajdhani travelling sampoorna kranti service fantastic,POSITIVE,0.995458722114563
0,@RailMinIndia @sureshpprabhu traveling in train no 12493 from pune. No cleaning services. Mosquito n flies in comprtmnt. Plz tkaction,traveling train pune no cleaning service mosquito n fly comprtmnt plz tkaction,NEGATIVE,0.9976786971092224
0,@RailMinIndia Jbp pltfrm no.6 .This mess looks bad on an otherwise clean platform. https://t.co/peTDdynqVB,jbp pltfrm this mess look bad otherwise clean platform httpstcopetddynqvb,NEGATIVE,0.9997956156730652
5,@RailMinIndia  pathetic satitution in Viashali Ex B112554.commercial staff allows  general tkt passanger in coach after takeing bribe Urgent,pathetic satitution viashali ex bcommercial staff allows general tkt passanger coach takeing bribe urgent,NEGATIVE,0.9977688789367676
5,@RailMinIndia @drm_apdj I am facing trouble to name change of My fathers ticket to my name as per rule in NCB &amp; COB https://t.co/c2B2oawTYE,i facing trouble name change my father ticket name per rule ncb amp cob httpstcocboawtye,NEGATIVE,0.9985803365707397
3,"@sureshpprabhu @RailMinIndia I ordered food through irctc catering from cumshum vendor to luk station, I didn't got food till now, hving kid",i ordered food irctc catering cumshum vendor luk station i didnt got food till hving kid,NEGATIVE,0.9849918484687805
3,"@RailMinIndia &amp; @drmbrcwr, Pantry car ppl of Train number 12493 are overcharging on food and not providing Menu card. PNR 8535323910, B1 13",amp pantry car ppl train number overcharging food providing menu card pnr b,NEGATIVE,0.9995672106742859
5,@RailMinIndia we are given best suggestions and solutions for Indian railway always confirmed rail tickets and connecting each other Indian,given best suggestion solution indian railway always confirmed rail ticket connecting indian,POSITIVE,0.9954473376274109
5,@RailMinIndia thank u so much sir...my money has been refunded,thank u much sirmy money refunded,POSITIVE,0.9890919923782349
7,@drmncrald @abhineet_hit @RailMinIndia @PiyushGoyal @PMOIndia sorry for inconvenience.your complaint will attended at CNB/STN.,sorry inconvenienceyour complaint attended cnbstn,NEGATIVE,0.9977614879608154
4,@RailMinIndia why train status not shown on NTES when train is running delay b/w Mughalsarai and Allahabad. Much frustrated.,train status shown ntes train running delay bw mughalsarai allahabad much frustrated,NEGATIVE,0.9996353387832642
5,@sureshpprabhu @RailMinIndia Ijust wanna tl.that please make a strong server for irctc site.many times while booking a ticket.server goes.,ijust wan na tlthat please make strong server irctc sitemany time booking ticketserver go,POSITIVE,0.9918583035469055
6,@rpfcr @RailMinIndia @DrmSolapur @rpfcrsur HOW MANY MORE INNOCENT PEOPLE WILL HAVE TO #SUFFERING THIS KIND OFâ¦ https://t.co/NAYpG2Q3VH,how many more innocent people will have to suffering this kind ofâ httpstconaypgqvh,NEGATIVE,0.9967472553253174
4,"@RailMinIndia @RailwayNorthern @PiyushGoyalOffc this winter no fog now a days, still so late trains. It looks staffâ¦ https://t.co/x0ATy1Fd28",winter fog day still late train it look staffâ httpstcoxatyfd,NEGATIVE,0.9847860932350159
0,@RailMinIndia train 17211 on 8 june from gnt to ypr. dirty water in train. complaint to TC but no use. plz take action,train june gnt ypr dirty water train complaint tc use plz take action,NEGATIVE,0.9959115982055664
0,@RailMinIndia train no 12554. Seat no A2 17. The charging socket is not working. My pnr no is 2865448765.,train seat a the charging socket working my pnr,NEGATIVE,0.9996053576469421
5,"@RailMinIndia @sureshpprabhu Can't even log in at tatkal time...why don't you increase bogie in Howrah Jamalpur express,disappointed",cant even log tatkal timewhy dont increase bogie howrah jamalpur expressdisappointed,NEGATIVE,0.9990074038505554
